t,obs
980,-0.0211139072
981,-136.1398369291
982,-17.8611661973
983,-51.7199092171
984,-22.4622521318
985,54.0655119411
986,-143.4592274272
987,-65.8472515318
988,-34.4400794815
989,46.5383769473
990,-1.1152763295
991,-81.9924081894
992,302.1285887758
993,257.5788768857
994,-90.1388773835
995,64.6275657491
996,32.7432586954
997,-166.5692874035
998,159.7377889282
999,98.320964795
1000,101.4661102748
